526041.000000,0.000000
332863.593750,-335602.250000
3536.132324,-333451.937500
-113381.531250,-113704.046875
1980.874023,-219.882538
66078.070312,-68569.843750
3525.510742,-110663.406250
-50073.195312,-50297.117188
2004.637939,-444.693939
36521.402344,-38804.210938
3503.861816,-65804.093750
-33008.988281,-33119.960938
2048.386475,-673.441406
25202.572266,-27302.107422
3470.401123,-46349.429688
-25220.246094,-25202.056641
2110.030029,-916.885925
19235.910156,-21181.859375
3423.824707,-35345.742188
-20875.638672,-20709.363281
2191.905029,-1172.369995
15558.919922,-17377.781250
3362.301758,-28162.843750
-18208.085938,-17869.621094
2301.608398,-1450.374756
13061.385742,-14789.161133
3279.665039,-23004.539062
-16493.091797,-15965.375977
2429.872070,-1767.778809
11247.541016,-12900.546875
3181.125244,-19048.212891
-15420.826172,-14652.743164
2602.779541,-2115.515137
9866.690430,-11488.021484
3053.020996,-15817.417969
-14806.683594,-13753.801758
2815.669434,-2519.568604
8766.553711,-10391.744141
2889.864990,-13037.642578
-14573.621094,-13172.637695
3088.752197,-2993.221191
7857.049805,-9533.365234
2680.052979,-10514.566406
-14697.669922,-12862.953125
3438.387695,-3570.546387
7075.096680,-8859.023438
2405.598633,-8089.575684
-15202.922852,-12814.968750
3896.402344,-4287.397461
6368.364258,-8346.929688
2034.787598,-5602.937500
-16166.607422,-13058.043945
4509.216797,-5216.267578
5698.616211,-7986.909180
1533.878174,-2859.466797
-17781.472656,-13662.214844
5378.696289,-6489.539062
5005.964844,-7786.912598
792.263123,461.948059
-20391.472656,-14812.066406
6675.148926,-8344.019531
4207.087402,-7808.115234
-368.504395,4964.656738
-24807.074219,-16907.691406
8793.491211,-11332.784180
3136.018066,-8197.279297
-2416.541016,12107.998047
-33167.847656,-21034.617188
12864.708984,-17000.197266
1288.840576,-9438.754883
-6919.195312,26731.875000
-53542.160156,-31300.617188
23758.001953,-32060.132812
-3900.208740,-14092.423828
-24400.406250,81239.656250
-165780.531250,-88388.203125
143807.937500,-197358.968750
190156.812500,180444.718750
74936.562500,-223848.421875
131039.343750,62929.109375
-36317.062500,50510.894531
14250.437500,4981.069336
21514.376953,-58815.304688
45149.242188,19239.238281
-16325.061523,22937.158203
9821.663086,945.461304
14586.133789,-36917.816406
26775.960938,9938.912109
-10622.363281,15039.208984
8218.958984,-294.014771
11886.238281,-28064.484375
18851.195312,5952.980469
-7931.791016,11283.819336
7360.041992,-821.571167
10466.083984,-23175.121094
14477.912109,3768.673828
-6366.403320,9085.898438
6811.300781,-1064.039551
9602.521484,-20019.986328
11730.863281,2406.002930
-5347.397949,7636.918945
6420.785156,-1172.033447
9028.600586,-17787.476562
9860.117188,1475.465332
-4629.623535,6601.998535
6131.383301,-1207.377197
8635.866211,-16092.833984
8517.854492,818.255005
-4100.597656,5833.104004
5904.373047,-1193.249512
8350.911133,-14759.662109
7515.326660,322.270081
-3696.657471,5234.100586
5718.461914,-1152.834351
8143.215332,-13671.339844
6745.603516,-62.212708
-3373.798096,4752.375977
5567.843750,-1092.877686
7991.281250,-12759.932617
6141.861328,-368.259949
-3115.600586,4355.369141
5441.378906,-1019.439331
7881.043945,-11980.958984
5660.041016,-617.050537
-2899.740967,4025.014648
5338.607422,-939.107910
7799.214355,-11302.889648
5266.009766,-815.584595
-2715.625000,3755.429443
5266.208984,-844.122681
7769.567383,-10713.578125
4957.306641,-1009.571228
-2567.788574,3499.311768
5186.739258,-752.377563
7738.010742,-10182.072266
4695.727539,-1162.473633
-2435.686523,3285.607910
5129.322754,-657.217773
7731.507812,-9705.937500
4481.709961,-1300.586792
-2324.403564,3099.490967
5083.084961,-555.142212
7743.765137,-9274.927734
4307.098633,-1426.764404
-2224.144531,2932.895508
5048.034180,-450.671143
7772.996094,-8881.915039
4166.120117,-1543.751709
-2139.811523,2782.167725
5024.997559,-339.412598
7818.185547,-8521.197266
4055.018555,-1653.644409
-2063.229736,2645.136475
5008.971191,-226.543213
7883.469238,-8194.480469
3959.031738,-1760.314331
-1993.037842,2527.818115
5007.701172,-113.503906
7957.127930,-7881.902344
3896.331055,-1862.696167
-1932.571655,2415.289307
5016.859375,8.072510
8050.327148,-7595.200195
3850.023193,-1965.523438
-1875.986328,2310.146973
